Id,Triple,Label
95666,22460 nearSe 20007,0
95667,19136 rels 9578,1
95668,26675 variantsWithTheirOwnArticles 26676,1
95669,26866 years 10603,1
95670,23947 generalManagers 15849,0
95671,27361 nearSw 3263,1
95672,21060 statlabel 3193,1
95673,10112 majority 8961,0
95674,7729 demoCd 27503,0
95675,10931 countySpecial 10893,1
95676,1002 homeConference 30857,0
95677,25579 operatingSystem 4746,0
95678,29176 mop 16714,0
95679,832 postseason 6566,0
95680,1009 nephews 1026,1
95681,40592 armiger 9175,1
95682,8203 asianPlace 33683,0
95683,2455 assembly 10368,0
95684,19201 runner 7028,0
95685,9935 areaCodeType 1752,1
95686,8270 lower 33659,0
95687,1381 hqLocationCountry 11369,0
95688,13316 nearS 13310,1
95689,42493 instruments 28786,1
95690,30251 visitorCoach 28748,1
95691,29374 championships 14129,1
95692,31636 firstDriver 31637,1
95693,24324 sisterNames 24320,1
95694,21521 nearSw 22981,0
95695,28371 partOf 26097,0
95696,41037 west 5903,0
95697,29001 platform 29160,0
95698,556 sisterNames 552,1
95699,13939 governmentType 3948,1
95700,34085 playingTeam 15951,0
95701,20781 data 635,0
95702,27024 decorations 14121,0
95703,34029 poll2title 636,0
95704,43629 continentalcup2Qualifiers 10999,1
95705,34656 gamename 1802,1
95706,35603 ideology 19187,1
95707,832 postseason 5382,0
95708,24562 rd2Team 1270,0
95709,11160 fedgov 2270,0
95710,3293 south 33300,0
95711,25888 constituency 18170,1
95712,8610 populationDensityRank 4715,1
95713,30391 nearSe 40268,0
95714,18595 primeminister 17322,0
95715,35822 playerPositions 5236,0
95716,32742 south 26200,0
95717,40847 deputy 20626,0
95718,21856 lieutenancyEngland 3922,1
95719,15150 conference 79,1
95720,28245 arena 1953,0
95721,11252 southeast 12252,0
95722,41406 finalfourcity 1146,0
95723,9016 mpParty 9485,0
95724,10609 fedgov 2270,1
95725,14193 states 5665,1
95726,2613 visitorCoach 7189,1
95727,4059 fmmf 11862,0
95728,2192 stategov 2741,0
95729,1712 ncl 1719,1
95730,13365 nearW 6777,0
95731,7729 nearS 20009,1
95732,22758 alliedClans 12520,1
95733,21589 sisters 2416,0
95734,43072 mapCaption 31062,0
95735,28984 radio 17591,0
95736,9952 license 10267,0
95737,3610 paradigm 3617,1
95738,42339 conf 25507,0
95739,5344 onlineChan 14299,0
95740,23883 statlabel 3785,0
95741,32162 style 10634,0
95742,920 nearN 14446,0
95743,43263 venerated 22716,0
95744,31562 east 43345,0
95745,9515 poll2title 9514,1
95746,17320 primeminister 17322,1
95747,25025 rd3Team 18111,1
95748,5317 nearW 42378,0
95749,8402 hometown 7697,1
95750,42140 moreUsers 38416,0
95751,8460 governmentType 4755,1
95752,8305 west 8324,1
95753,2455 class 26662,1
95754,20024 previous 14209,0
95755,26250 stat3label 102,0
95756,43110 leaderParty 4802,1
95757,38185 commands 22782,1
95758,7128 domesticCup 18074,0
95759,4121 neighboringMunicipalities 4118,1
95760,33374 asstCoach 2504,1
95761,19291 mawards 19655,0
95762,12515 nearS 12514,1
95763,14105 damsire 15266,1
95764,6121 west 20886,1
95765,39607 level 6479,0
95766,14393 developedFrom 12568,0
95767,40306 governingBody 23733,0
95768,23306 semifinal 20164,1
95769,3418 wars 31150,0
95770,14589 leaderParty 7784,0
95771,13677 qualifierFor 22246,0
95772,6547 gamename 2509,1
95773,14747 mawards 13355,1
95774,25023 honorificSuffix 8520,0
95775,10088 coachteams 38878,0
95776,34306 usNetwork 3445,0
95777,25536 relatives 14589,1
95778,14628 keyPeople 20097,0
95779,31948 bowl 17391,1
95780,29898 currentposition 16244,1
95781,37525 nearS 42284,0
95782,35183 stip 24050,1
95783,832 postseason 15274,0
95784,6798 coach 19382,0
95785,512 neighboringMunicipalities 516,1
95786,34123 fields 27871,0
95787,18063 nearNw 40787,0
95788,10946 honorificPrefix 780,1
95789,2975 audioFormat 2985,1
95790,43807 ruNationalteam 3326,1
95791,7224 base 18720,0
95792,32424 winners 8446,0
95793,9856 monarch 14247,1
95794,40855 gearboxName 34968,1
95795,7259 satServ 16261,0
95796,2423 blank1InfoSec 26377,0
95797,7191 airfoil 7206,1
95798,9887 pastaffiliations 5471,1
95799,17991 status 25456,0
95800,20535 longtype 12877,1
95801,5170 ncl 1716,0
95802,13268 nearN 13270,1
95803,25698 seat 10002,0
95804,2674 chairman 20643,0
95805,6324 wsw 6316,1
95806,5413 poll1title 16356,0
95807,40221 identificationSymbolLabel 12267,1
95808,42267 cteam 11323,0
95809,449 nearS 452,1
95810,29634 currentSeries 18567,1
95811,5121 demoCsd 23359,1
95812,40778 ruProclubs 21324,1
95813,32125 level 86,1
95814,25048 hometown 9698,1
95815,5951 nearSe 20930,0
95816,26670 related 20070,1
95817,8847 developedFrom 21689,0
95818,11282 currentTitle 699,1
95819,4645 visitorCoach 16076,0
95820,12625 governmentType 4336,0
95821,225 seatType 2931,1
95822,20423 northwest 3964,0
95823,35320 nearS 19188,0
95824,2136 currentTitle 699,1
95825,13276 fedgov 37592,1
95826,27235 stat2label 3056,1
95827,39820 stat3label 102,0
95828,24572 finalteam 15234,0
95829,3396 postseason 12327,0
95830,14231 visitorConference 115,1
95831,11506 developedInto 19612,0
95832,11985 rd2t4Loc 37349,0
95833,9230 rivalClans 4349,1
95834,5565 mfmf 5000,1
95835,27971 visitorConference 4089,0
95836,43050 functionalStatus 40851,0
95837,13055 statlabel 3195,1
95838,3663 winterNext 1297,0
95839,18598 statlabel 3195,0
95840,14447 nearSw 38063,0
95841,11744 runnerUp 6077,0
95842,40852 longestWinless 14077,1
95843,29374 playerTeam 11666,0
95844,26833 province 7655,1
95845,38284 usAnnouncers 474,1
95846,700 postseason 41858,0
95847,36748 stat1label 3051,1
95848,6237 alliances 12147,0
95849,34272 honorificPrefix 23194,1
95850,4471 northeast 5795,1
95851,1796 debutfor 14855,0
95852,37455 usNetwork 262,1
95853,38926 blank1Name 32295,0
95854,5704 conference 5258,1
95855,42656 nearW 5614,0
95856,16815 rd3t1Loc 11986,0
95857,1373 champion 27657,0
95858,660 hometown 43,1
95859,38864 ruProvince 26748,1
95860,20772 blank2Name 3183,1
95861,11476 fffm 9164,1
95862,3293 seatType 10421,0
95863,17047 seasonTopscorer 25606,0
95864,24193 burialPlace 19994,0
95865,7539 namedFor 21948,1
95866,42477 schooltype 37742,0
95867,12597 offstyle 8285,0
95868,14330 towns 32923,0
95869,35474 weightClass 24420,0
95870,11301 ruralMunicipalities 11148,1
95871,38842 nearSw 10610,0
95872,33525 seasonTopscorer 6931,0
95873,15620 demographics2Title 23872,0
95874,20170 typing 3612,1
95875,4142 parent 4139,1
95876,640 nearSw 1242,0
95877,17366 gamename 1434,1
95878,8402 prevteam 14218,0
95879,2189 nearNw 27548,0
95880,5762 mvp 16566,0
95881,31318 lga 28477,1
95882,35483 sire 1482,0
95883,43937 shipOperator 43938,1
95884,42378 stategov 32845,1
95885,37039 champions 27752,1
95886,37533 usAnnouncers 11295,0
95887,11818 partsType 653,1
95888,2064 honorificPrefix 418,1
95889,13417 nearN 13408,1
95890,2774 finalcity 2811,0
95891,1433 gamename 27146,0
95892,3961 southeast 4446,0
95893,3071 blank1InfoSec 25615,1
95894,18297 asstCoach 4315,1
95895,8941 visitorSchool 5927,0
95896,6584 southwest 34504,0
95897,13216 nearS 13215,1
95898,27911 arena 20744,1
95899,21172 prevteam 34476,0
95900,22263 playingTeam 7964,1
95901,27768 rd3Team 10257,0
95902,9654 postseason 3402,1
95903,32471 children 32469,1
95904,36404 hometown 22668,1
95905,38821 postseason 17400,0
95906,3894 postseason 11060,0
95907,27565 ff 25258,1
95908,11019 most 7540,0
95909,32782 beforeElection 32783,1
95910,10276 goalie 1889,0
95911,28749 placeOfBurial 20283,1
95912,9509 fedgov 9497,1
95913,15912 cousins 1114,1
95914,212 visitorConference 899,0
95915,9726 constituencyWestminster 9724,1
95916,10286 stat1label 3051,0
95917,40240 eng1Name 31433,1
95918,18575 seatType 658,1
95919,38159 trainOperators 2850,1
95920,26133 sw 26130,1
95921,35440 site 4014,0
95922,1950 stat2label 3056,1
95923,42863 homeState 39750,0
95924,16988 commands 241,0
95925,9623 satServ 7064,0
95926,20049 sire 4997,0
95927,36918 usAnnouncers 2142,0
95928,14125 postseason 14128,1
95929,21500 states 29853,0
95930,21875 nearNe 21874,1
95931,18054 prospectLeague 3770,0
95932,17702 territory 4363,1
95933,23305 finalfourcity 1146,1
95934,5853 postseason 9862,1
95935,11551 nearS 11557,1
95936,15179 parlName 16097,0
95937,32254 postseason 17401,1
95938,18899 series 21922,0
95939,42373 fedgov 32509,1
95940,19399 nearS 22239,0
95941,4337 blank3Info 35530,0
95942,14983 mf 13180,0
95943,22084 conference 8032,1
95944,40783 stategov 3857,1
95945,27358 nearSw 27359,1
95946,27035 honorificPrefix 780,1
95947,39869 county 2267,1
95948,6920 alliedClans 6019,0
95949,8610 areaRank 43793,0
95950,30963 rd2Team 19413,1
95951,13406 nearSe 13404,1
95952,7274 lastSeries 7275,1
95953,31976 mfmf 4057,0
95954,5229 partsType 5910,0
95955,31861 draftTeamPba 26477,0
95956,31028 postseason 6378,1
95957,39692 bowl 28885,0
95958,39190 conf 1005,0
95959,18054 winners 3989,0
95960,43138 rd3Seed 11534,0
95961,27340 fastDriver 3639,0
95962,23430 bowl 23402,1
95963,7017 beforeElection 7355,0
95964,38280 mapEntity 8463,0
95965,11251 primaryUser 12569,0
95966,6399 coach 11673,1
95967,34394 conf 79,0
95968,27566 mffm 9676,1
95969,7145 fedgov 26638,0
95970,27565 fmmf 16689,1
95971,3032 unitaryScotland 17356,0
95972,41613 onlineServ 318,0
95973,36882 round 33588,1
95974,32191 nearNw 8779,0
95975,20661 leaderName 20663,1
95976,18457 postseason 24005,0
95977,39685 governmentType 6212,1
95978,259 usAnnouncers 14368,0
95979,26661 platform 12342,0
95980,36002 mfm 31520,0
95981,15913 daughters 39520,0
95982,5576 statlabel 14119,0
95983,8205 blank2InfoSec 37374,0
95984,22856 postseason 5465,1
95985,31899 neighboringMunicipalities 26371,0
95986,13210 lga 11373,1
95987,31493 nearNe 40335,0
95988,14808 playingTeam 7961,1
95989,14450 fedgov 2270,1
95990,14652 onlineServ 5353,0
95991,39184 winners 12632,0
95992,30156 homeConference 41433,0
95993,7772 formerTeams 5246,0
95994,3250 west 5565,0
95995,24119 asstCoach 24525,1
95996,5119 demoCsd 5122,1
95997,19912 postseason 5473,0
95998,42514 district 7816,0
95999,20137 leagues 23011,0
96000,14610 playerPositions 3047,0
96001,38706 primeminister 28596,0
96002,24669 parts 18602,1
96003,39139 commandStructure 26606,1
96004,9514 week 21652,0
96005,20064 province 8579,1
96006,9948 areaCodeType 2636,0
96007,8489 homeCoach 21479,0
96008,24828 previous 38709,0
96009,29347 honorificPrefix 40479,0
96010,30153 mffm 9676,0
96011,4507 county 2267,0
96012,7901 nearNe 6318,0
96013,31785 hostCity 21713,0
96014,20805 defendingChampions 6016,0
96015,42538 issue 42533,1
96016,23695 visitorConference 115,1
96017,14336 team(s)_ 4044,0
96018,30589 winners 30590,1
96019,29781 postalCode 4063,1
96020,7355 seats4Title 16098,0
96021,7902 nearNe 642,1
96022,35474 weightClass 16451,1
96023,3368 nearNe 13370,0
96024,5883 style 26799,0
96025,34642 nearNe 33421,1
96026,7186 qb 3100,0
96027,30780 north 17909,0
96028,21079 honorificPrefix 780,1
96029,9664 tvannouncers 5335,1
96030,28074 fedgov 9017,1
96031,10935 postseason 6411,0
96032,21672 stat4label 10293,1
96033,21291 draftTeam 1385,1
96034,2143 playerTeam 4950,1
96035,17120 ideology 3742,0
96036,14587 usNetwork 262,0
96037,6440 governmentType 1044,0
96038,7881 locationCity 6431,1
96039,1395 bowl 6397,0
96040,23742 nearSe 1139,0
96041,25318 visitorCoach 1191,1
96042,9190 rd2t2Loc 4463,0
96043,7499 northwest 33857,0
96044,5157 relatives 2778,1
96045,8760 stategov 37529,0
96046,20051 postseason 6399,0
96047,16711 trainer 16652,1
96048,15254 ff 14771,1
96049,40888 listing 37084,1
96050,26058 coach 17144,1
96051,6950 structuralEngineer 22571,1
96052,20932 scripture 23213,1
96053,32106 founded 13023,1
96054,8823 province 7364,1
96055,424 timezone1Dst 21431,0
96056,24316 through 24947,0
96057,623 parentAgency 31993,0
96058,1122 halfbrothers 1088,1
96059,2774 finalcity 17060,1
96060,17493 goalie 1906,0
96061,12685 nearSw 13466,0
96062,29297 denomination 6082,1
96063,14125 postseason 3409,1
96064,30156 visitorCoach 28754,1
96065,36978 ideology 32886,0
96066,35545 stat4label 1001,1
96067,5568 nearW 29399,0
96068,20910 ruPosition 28763,0
96069,34538 ideology 39974,0
96070,37329 relatives 15912,0
96071,5884 post2preceded 21573,1
96072,34449 tenants 25430,1
96073,738 bowl 635,1
96074,9420 neighboringMunicipalities 9423,1
96075,5125 west 5127,1
96076,30450 shireCounty 26746,0
96077,27560 conf 3639,0
96078,13313 nearSw 13312,1
96079,7684 nearNe 26667,1
96080,2487 source 26325,0
96081,13412 nearE 13407,1
96082,9018 nearW 9011,1
96083,27758 doctoralStudents 27757,1
96084,1690 memberLabel 29119,0
96085,2492 majorShrine 249,0
96086,9946 timezone1Dst 3025,0
96087,22405 postseason 17399,0
96088,27864 areaCodeType 749,0
96089,1940 runningMate 1853,1
96090,4272 alliances 12927,1
96091,26845 related 3817,0
96092,680 conf 115,0
96093,14100 grandsire 16687,1
96094,10818 champions 2637,1
96095,9038 populationBlank2Title 3958,1
96096,24075 nearNe 29678,0
96097,13084 size 9847,1
96098,40111 church 15011,1
96099,36155 homeCoach 23712,1
96100,6433 international 34137,0
96101,34617 languages 2656,0
96102,32038 nearW 3847,0
96103,13625 other 167,1
96104,9856 primeminister 1770,0
96105,32655 ffmf 4057,0
96106,2097 nearN 2098,1
96107,37624 nearNe 30677,0
96108,19200 visitorConference 216,1
96109,16641 fff 16655,1
96110,4513 fields 2539,0
96111,25313 honorificPrefix 19982,1
96112,18433 homeCoach 25521,0
96113,7191 developedInto 27976,0
96114,31880 t 17107,0
96115,9403 gamename 12556,0
96116,34642 nearNe 28762,0
96117,7259 satServ 7262,1
96118,6247 usNetwork 36076,0
96119,5673 nearW 5672,1
96120,34644 nearW 26897,0
96121,37943 channel 15017,0
96122,40094 beforeParty 38090,1
96123,12622 south 7389,0
96124,3295 south 24198,0
96125,18961 primeminister 16392,1
96126,8350 northeast 6023,1
96127,22177 usAnnouncers 11501,1
96128,7590 east 7586,1
96129,39818 assembly 26755,0
96130,26855 zoosubsectio 1324,0
96131,31426 house 8928,0
96132,5998 postseason 3398,1
96133,41430 conf 80,0
96134,7725 nearS 7729,1
96135,4026 sportingAffiliations 8427,1
96136,29290 tvannouncers 29292,1
96137,33787 intensity 9538,1
96138,27768 cupChamp 41484,0
96139,7475 developedFrom 7480,1
96140,8981 minister1Name 10345,1
96141,18242 week 18251,1
96142,23972 bowl 24175,0
96143,9018 nearW 12266,0
96144,22856 postseason 3400,1
96145,1306 champions 3463,0
96146,9472 positionOrQuorum 2365,1
96147,31975 se 10066,0
96148,4374 demoCsd 14922,0
96149,29279 radio 8600,1
96150,42241 partyLabel 4621,0
96151,16183 relatedTo 16189,1
96152,21077 seatType 2931,1
96153,4680 hostCity 3930,1
96154,3052 sisterNames 24325,0
96155,29235 isoCode 1340,1
96156,16982 cricketFormat 25576,0
96157,6373 south 25550,0
96158,3408 finalfourcity 4691,1
96159,7616 foundation 7618,1
96160,29309 unit 13036,1
96161,14639 visitorCoach 14408,1
96162,31437 unitaryEngland 11914,0
96163,2774 finalarena 5635,0
96164,13128 honorificPrefix 6270,0
96165,23546 script 777,0
96166,30223 typing 39413,0
96167,5590 postseason 14128,0
96168,5377 house 5380,1
96169,13008 usNetwork 298,0
96170,24592 camera 4235,0
96171,3944 blank6NameSec 3959,1
96172,26203 other 167,0
96173,14071 t 13156,0
96174,15639 house 40087,0
96175,1774 unitaryEngland 1777,1
96176,298 onlineServ 318,1
96177,42993 locationTown 1357,0
96178,832 postseason 24158,0
96179,2716 pastaffiliations 358,0
96180,18864 nationalOrigin 249,0
96181,12323 family 6367,1
96182,34745 fedgov 18852,0
96183,3854 formerTeams 25005,0
96184,13284 nearE 9132,0
96185,42714 house 42540,1
96186,13354 northeast 31660,0
96187,27793 alongside 21466,0
96188,33789 blank6NameSec 12,1
96189,34657 sisterNames 24319,0
96190,11203 demographics1Title 21,1
96191,5413 offCoach 6246,1
96192,25614 lang 5772,0
96193,3369 honorificPrefix 780,1
96194,38046 towns 34097,0
96195,5556 style 3789,0
96196,35577 nearSw 18939,0
96197,38901 continentalcup1Qualifiers 5435,0
96198,24121 bowl 10571,0
96199,5441 formerTeams 5443,1
96200,11520 ruProvince 11521,1
96201,39056 districtLabel 4307,0
96202,30802 playerPositions 41957,0
96203,25876 governmentType 39108,0
96204,16294 cities 16204,0
96205,5949 nearNw 37988,1
96206,3799 north 13903,0
96207,25124 parentDepartment 18214,0
96208,4150 subsid 37706,0
96209,21062 romances 1122,1
96210,464 tvannouncers 475,1
96211,39380 west 29794,0
96212,40603 layout 8332,0
96213,2772 rd2Team 26333,0
96214,39496 nearS 15803,0
96215,23333 winterPrev 1180,0
96216,8610 areaRank 4715,1
96217,13399 nearNe 13395,1
96218,40877 beforeElection 40878,1
96219,11440 usAnnouncers 7893,0
96220,11105 currentConference 11107,1
96221,13636 honorificPrefix 780,1
96222,18702 usAnnouncers 41666,0
96223,7114 super 38877,0
96224,10023 seatType 658,1
96225,34560 east 18507,0
96226,4335 governmentType 25015,0
96227,22773 domestCup 1694,0
96228,19330 postseason 1234,1
96229,3112 asstCoach 43824,0
96230,40603 related 41600,1
96231,9270 nw 7161,0
96232,13517 nearNw 13516,1
96233,8888 alliedClans 8885,1
96234,11052 stat4label 1001,0
96235,8768 usNetwork 5106,1
96236,18397 runnerup 36162,0
96237,35550 secondPlace 20573,0
96238,11305 south 22578,0
96239,9220 blankNameSec 23804,1
96240,19081 longestWins 17517,1
96241,22956 primaryUser 30493,0
96242,10119 text 19255,0
96243,30585 nearN 3596,0
96244,13628 mapEntity 5513,1
96245,33019 demographics1Title 22,1
96246,41537 nearE 37640,0
96247,29568 polity 24932,0
96248,6168 postseason 21218,0
96249,9882 popplace 9885,1
96250,16116 conference 115,1
96251,5154 alongside 9428,0
96252,32653 rivalClans 6867,0
96253,35828 homeState 11070,1
96254,23336 poll1title 5187,0
96255,38944 strokes 7336,0
96256,1948 poll 1436,1
96257,454 academicAffiliation 17354,1
96258,3930 areaCodeType 17326,1
96259,8465 localCouncil 4610,1
96260,10475 north 12330,0
96261,33003 usNetwork 42,1
96262,5027 hqLocationCountry 5028,1
96263,4762 blankInfoSec 4224,1
96264,550 tvannouncers 563,1
96265,13198 namesake 6475,1
96266,30077 ethnicity 6505,0
96267,22309 visitorCoach 11867,1
96268,2385 offCoach 2386,1
96269,13277 nearSe 31054,0
96270,32288 asstCoach 19699,1
96271,23368 constituencyMp 11920,0
96272,16800 gamename 17088,1
96273,27081 nearNe 27085,1
96274,24873 nominee 1650,0
96275,21031 monarch 3503,1
96276,10227 other 167,1
96277,4647 visitorCoach 4621,0
96278,9098 south 9100,1
96279,13295 nearW 13277,1
96280,16391 mawards 14752,1
96281,12670 east 17253,0
96282,380 post1preceded 5884,1
96283,15746 northeast 15748,1
96284,37749 coach 9654,0
96285,40111 honorificPrefix 418,0
96286,8649 west 30841,0
96287,6390 postseason 6406,1
96288,3475 statlabel 3195,1
96289,16576 route 16575,1
96290,3628 southwest 12195,0
96291,13379 nearNw 13381,1
96292,4935 stategov 4939,1
96293,19399 nearS 19397,1
96294,450 nearNw 13278,1
96295,14172 succession 14173,1
96296,24145 promotion 22073,0
96297,42513 areaCodeType 27,0
96298,40610 homehr 29445,0
96299,13268 nearE 13270,1
96300,23471 developedFrom 12240,0
96301,41656 athletics 157,0
96302,34724 postseason 18812,0
96303,19141 schooltype 21185,0
96304,14530 conference 8032,0
96305,21196 southwest 4324,0
96306,11007 succeeded 4393,0
96307,13396 nearSw 41732,0
96308,12773 association 158,1
96309,36467 southeast 36464,1
96310,43322 rd3Team 20572,1
96311,40521 nearE 40522,1
96312,17208 gamesPlace 8207,0
96313,1767 neighboringMunicipalities 1762,1
96314,13555 subphylum 364,1
96315,25524 visitorCoach 25012,1
96316,2921 southwest 9683,0
96317,10689 hostCity 32627,0
96318,92 usNetwork 8964,0
